,First,Last,Nickname,Ht,Wt,Reach,Stance,Win,Loss,Draw,Total Fights,Wt_numeric,Htcm
1962,Mike,Guymon,The Joker,"6' 0""",170 lbs.,"74.0""",Orthodox,12,5,1,18,170,182.88
1963,Nico,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0,18,170,182.88
1964,Ricky,Rainey,The Sniper,"6' 1""",170 lbs.,"77.0""",Switch,13,5,0,18,170,185.42
1965,Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0,18,265,208.28
1966,Eddie,Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,13,5,0,18,265,187.96
1967,Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,13,5,0,18,265,193.04
1968,Ryan,Spann,Superman,"6' 5""",205 lbs.,"81.0""",Orthodox,13,5,0,18,205,195.57999999999998
1969,Cody,Gibson,The Renegade,"5' 10""",135 lbs.,"71.0""",Orthodox,12,6,0,18,135,177.8
1970,Chris,Clements,The Menace,"5' 10""",170 lbs.,"70.0""",Orthodox,12,6,0,18,170,177.8
1971,Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"75.0""",,12,6,0,18,170,177.8
1972,Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,18,185,177.8
1973,Gary,Padilla,,"5' 11""",205 lbs.,--,,12,6,0,18,205,180.34
1974,Jessica,Penne,,"5' 5""",115 lbs.,"67.0""",,12,6,0,18,115,165.1
1975,Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,12,6,0,18,135,175.26
1976,Anthony,Christodoulou,,"5' 9""",155 lbs.,"72.0""",Orthodox,12,6,0,18,155,175.26
1977,Alvin,Robinson,,"5' 9""",155 lbs.,"68.0""",Southpaw,12,6,0,18,155,175.26
1978,Justin,Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,12,6,0,18,155,182.88
1979,Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,12,6,0,18,155,182.88
1980,Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,18,155,182.88
1981,Bradley,Scott,Bear,"6' 1""",170 lbs.,"76.0""",,12,6,0,18,170,185.42
1982,Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,18,205,185.42
1983,Pete,Williams,El Duro,"6' 3""",235 lbs.,--,Orthodox,12,6,0,18,265,190.5
1985,Shane,Roller,,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,0,18,155,177.8
1986,Tiki,Ghosn,,"5' 10""",170 lbs.,--,Orthodox,10,7,1,18,170,177.8
1987,Solomon,Hutcherson,King,"5' 11""",185 lbs.,--,Southpaw,11,7,0,18,185,180.34
1988,Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,18,170,167.64000000000001
1989,Shoji,Maruyama,,"5' 7""",139 lbs.,--,Orthodox,10,7,1,18,139,170.18
1990,Torrance,Taylor,,"5' 7""",155 lbs.,--,,10,7,1,18,155,170.18
1991,Francisco,Rivera,Cisco,"5' 8""",135 lbs.,"68.0""",Orthodox,11,7,0,18,135,172.72
1992,Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,18,135,175.26
1993,Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,11,7,0,18,185,185.42
1994,Tatsuya,Mizuno,,"6' 1""",205 lbs.,--,Southpaw,10,7,1,18,205,185.42
1995,Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"79.0""",Orthodox,11,7,0,18,205,190.5
1996,Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,18,265,190.5
1997,Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,11,7,0,18,265,195.57999999999998
1998,Hidehiko,Yoshida,,"5' 11""",225 lbs.,--,Orthodox,9,8,1,18,265,180.34
1999,Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,9,8,1,18,170,172.72
2000,Kultar,Gill,Black Mamba,"6' 0""",154 lbs.,--,Orthodox,10,8,0,18,154,182.88
2001,Scott,Bills,,"5' 10""",170 lbs.,--,,8,9,1,18,170,177.8
2002,John,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4,18,199,180.34
2003,Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,9,3,18,155,170.18
2004,Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,18,170,172.72
2005,Chad,Cook,,"6' 2""",205 lbs.,--,,9,9,0,18,205,187.96
2006,Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,18,300,203.2
2007,Jan,Finney,Cuddles,"5' 8""",135 lbs.,--,Orthodox,8,10,0,18,135,172.72
2008,Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0,18,265,185.42
2009,Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0,18,300,195.57999999999998
2010,Alexander,Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,18,1,0,19,145,167.64000000000001
2011,Rin,Nakai,,"5' 1""",135 lbs.,"60.0""",Orthodox,16,2,1,19,135,154.94
2012,John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,19,170,185.42
2013,Royce,Gracie,,"6' 1""",175 lbs.,--,Southpaw,14,2,3,19,175,185.42
2014,Tony,Bonello,The Gun,"6' 2""",185 lbs.,--,,16,2,1,19,185,187.96
2015,Joe,Duffy,Irish,"5' 10""",155 lbs.,"73.0""",Orthodox,16,3,0,19,155,177.8
2016,Claudia,Gadelha,Claudinha,"5' 4""",115 lbs.,"63.0""",Orthodox,16,3,0,19,115,162.56
2017,TJ,Dillashaw,,"5' 6""",135 lbs.,"67.0""",Orthodox,16,3,0,19,135,167.64000000000001
2018,Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1,19,145,170.18
2019,Kelvin,Gastelum,,"5' 9""",185 lbs.,"71.0""",Southpaw,16,3,0,19,185,175.26
2020,Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,16,3,0,19,145,182.88
2021,Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1,19,170,182.88
2022,Leon,Edwards,Rocky,"6' 0""",170 lbs.,"74.0""",Southpaw,16,3,0,19,170,182.88
2023,Danny,Roberts,Hot Chocolate,"6' 1""",170 lbs.,"74.0""",Southpaw,16,3,0,19,170,185.42
2024,Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,16,3,0,19,170,187.96
2025,Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,16,3,0,19,205,187.96
2026,Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,16,3,0,19,185,190.5
2027,Beneil,Dariush,,"5' 10""",155 lbs.,"72.0""",Southpaw,14,4,1,19,155,177.8
2028,Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,15,4,0,19,155,177.8
2029,Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,15,4,0,19,155,180.34
2030,Paul,Felder,The Irish Dragon,"5' 11""",170 lbs.,"70.0""",Orthodox,15,4,0,19,170,180.34
2031,Eric,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,4,0,19,185,180.34
2032,Todd,Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,15,4,0,19,205,180.34
2033,Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,11,4,4,19,135,165.1
2034,Keisuke,Fujiwara,,"5' 6""",139 lbs.,--,Switch,11,4,4,19,139,167.64000000000001
2035,Antonio,Duarte,Tigre,"5' 7""",135 lbs.,--,,15,4,0,19,135,170.18
2036,Rob,Font,,"5' 8""",135 lbs.,"71.0""",Orthodox,15,4,0,19,135,172.72
2037,Jacob,Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,15,4,0,19,155,175.26
2038,Tim,Williams,The South Jersey Strangler,"6' 2""",185 lbs.,"76.0""",Orthodox,15,4,0,19,185,187.96
2039,Virgil,Zwicker,RezDog,"6' 2""",205 lbs.,"74.0""",,14,4,1,19,205,187.96
2041,Carla,Esparza,Cookie Monster,"5' 1""",115 lbs.,"63.0""",,14,5,0,19,115,154.94
2042,Steve,Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,14,5,0,19,170,177.8
2043,Edgar,Garcia,,"5' 10""",170 lbs.,"71.0""",Orthodox,14,5,0,19,170,177.8
2044,Brennan,Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14,5,0,19,170,177.8
2045,Humberto,Bandenay,,"5' 11""",145 lbs.,--,Southpaw,14,5,0,19,145,180.34
2046,Josh,Grispi,The Fluke,"5' 11""",145 lbs.,"74.0""",Orthodox,14,5,0,19,145,180.34
2047,Max,Griffin,Pain,"5' 11""",170 lbs.,"76.0""",Orthodox,14,5,0,19,170,180.34
2048,Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,14,5,0,19,170,180.34
2049,Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,14,5,0,19,205,180.34
2050,Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,14,5,0,19,125,162.56
2051,Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,19,125,165.1
2052,Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,14,5,0,19,125,170.18
2053,Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",,14,5,0,19,135,170.18
2054,Alejandro,Garcia,Alex,"5' 7""",145 lbs.,--,,14,5,0,19,145,170.18
2055,Felipe,Olivieri,,"5' 9""",155 lbs.,"72.0""",Orthodox,14,5,0,19,155,175.26
2056,Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,14,5,0,19,170,175.26
2057,Glaico,Franca,Nego,"6' 0""",155 lbs.,"77.0""",,14,5,0,19,155,182.88
2058,Jason,Gilliam,,"6' 0""",170 lbs.,--,Orthodox,14,5,0,19,170,182.88
2059,Carmelo,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",Orthodox,14,5,0,19,205,182.88
2060,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,14,5,0,19,170,185.42
2061,Zu,Anyanwu,8th Wonder,"6' 1""",251 lbs.,"77.0""",Orthodox,14,5,0,19,265,185.42
2062,Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"78.0""",Switch,14,5,0,19,185,193.04
2063,Magnus,Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0,19,185,195.57999999999998
2064,Cody,Pfister,The Fist,"5' 10""",155 lbs.,"73.0""",Orthodox,12,6,1,19,155,177.8
2065,Jordan,Rinaldi,All Day,"5' 10""",155 lbs.,"72.0""",Orthodox,13,6,0,19,155,177.8
2066,Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,11,6,2,19,155,177.8
2067,Steve,Lopez,,"5' 11""",155 lbs.,--,Orthodox,12,6,1,19,155,180.34
2068,Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,12,6,1,19,155,180.34
2069,Benny,Alloway,Blanco,"5' 11""",170 lbs.,"75.0""",Orthodox,13,6,0,19,170,180.34
2070,Yoshiyuki,Yoshida,Zenko,"5' 11""",170 lbs.,"70.0""",Southpaw,13,6,0,19,170,180.34
2071,Joao,Zeferino,The Brazilian Samurai,"5' 11""",170 lbs.,"73.0""",Orthodox,13,6,0,19,170,180.34
2072,Jessica,Eye,Evil,"5' 6""",125 lbs.,"66.0""",Orthodox,13,6,0,19,125,167.64000000000001
2073,Chad,George,Savage,"5' 6""",135 lbs.,"68.0""",Southpaw,13,6,0,19,135,167.64000000000001
2074,Luiz,Firmino,Buscape,"5' 6""",154 lbs.,--,Orthodox,13,6,0,19,154,167.64000000000001
2075,Teruto,Ishihara,Yashabo,"5' 7""",135 lbs.,"69.0""",Southpaw,11,6,2,19,135,170.18
2076,Leandro,Issa,Brodinho,"5' 7""",135 lbs.,"69.0""",Orthodox,13,6,0,19,135,170.18
2077,Albert,Rios,,"5' 8""",145 lbs.,--,,13,6,0,19,145,172.72
2078,Will,Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,13,6,0,19,125,175.26
2079,Mike,Aina,Iron,"5' 9""",155 lbs.,--,Orthodox,12,6,1,19,155,175.26
2080,Cristiano,Marcello,,"5' 9""",155 lbs.,"72.0""",Orthodox,13,6,0,19,155,175.26
2081,Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,19,185,185.42
2082,Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,6,0,19,185,187.96
2083,Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,13,6,0,19,185,190.5
2084,Kenny,Giddens,,"5' 11""",155 lbs.,--,,12,7,0,19,155,180.34
2085,Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,19,135,160.02
2086,Stephen,Palling,Bozo,"5' 4""",143 lbs.,--,,11,7,1,19,143,162.56
2087,Willie,Gates,Whoop Ass,"5' 8""",125 lbs.,"70.0""",Orthodox,12,7,0,19,125,172.72
2088,Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,11,7,1,19,139,172.72
2089,Justin,Salas,J-Bomb,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0,19,155,172.72
2090,Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,12,7,0,19,170,182.88
2091,Scott,Harper,,"6' 0""",185 lbs.,--,Orthodox,12,7,0,19,185,182.88
2092,Bobby,Cooper,Super Duper,"6' 1""",155 lbs.,--,,12,7,0,19,155,185.42
2093,Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,19,170,185.42
2094,Rafael,Feijao,Feijao,"6' 1""",205 lbs.,"73.0""",Orthodox,12,7,0,19,205,185.42
2095,Brandon,Vera,The Truth,"6' 3""",230 lbs.,"76.0""",Orthodox,12,7,0,19,265,190.5
2097,Brian,Rogers,The Professional Predator,"5' 11""",185 lbs.,--,,11,8,0,19,185,180.34
2098,Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,19,160,167.64000000000001
2099,Kazuyuki,Miyata,,"5' 8""",139 lbs.,--,Orthodox,11,8,0,19,139,172.72
2100,Sabah,Homasi,The Problem,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,19,170,182.88
2101,Bob,Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,8,0,19,300,195.57999999999998
2102,Zhang,Lipeng,The Warrior,"5' 11""",155 lbs.,"71.0""",Southpaw,9,9,1,19,155,180.34
2103,David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,9,0,19,145,165.1
2104,Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,19,185,172.72
2105,Nicdali,Rivera-Calanoc,The Night Queen,"5' 3""",105 lbs.,--,,9,10,0,19,105,160.02
2106,Ashe,Bowman,The Archer,"5' 9""",155 lbs.,--,,9,10,0,19,155,175.26
2107,Colin,Robinson,Big C,"6' 4""",243 lbs.,--,Orthodox,9,10,0,19,265,193.04
2108,Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,8,11,0,19,170,172.72
2109,Olaf,Alfonso,,"6' 2""",170 lbs.,--,Orthodox,8,11,0,19,170,187.96
2110,Mychal,Clark,,"6' 3""",224 lbs.,--,Orthodox,7,12,0,19,265,190.5
2111,Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,13,0,19,300,170.18
2112,Ross,Pointon,The Gladiator,"5' 8""",170 lbs.,--,Orthodox,6,13,0,19,170,172.72
2113,Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0,19,265,185.42
2114,Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0,20,265,187.96
2115,Justin,Gaethje,The Highlight,"5' 11""",155 lbs.,"70.0""",Orthodox,18,2,0,20,155,180.34
2116,Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,18,2,0,20,125,165.1
2117,Ben,Reiter,The Hunter,"6' 3""",185 lbs.,--,,17,2,1,20,185,190.5
2118,Myles,Jury,Fury,"5' 10""",145 lbs.,"73.0""",Orthodox,17,3,0,20,145,177.8
2119,JJ,Ambrose,,"5' 10""",170 lbs.,--,Orthodox,17,3,0,20,170,177.8
2120,Ramazan,Emeev,Gorets,"5' 10""",185 lbs.,"76.0""",Southpaw,17,3,0,20,185,177.8
2121,Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,17,3,0,20,145,180.34
2122,Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,16,3,1,20,170,180.34
2123,Sergio,Pettis,The Phenom,"5' 6""",125 lbs.,"69.0""",Orthodox,17,3,0,20,125,167.64000000000001
2124,Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",,16,3,1,20,145,170.18
2125,Kevin,Lee,The Motown Phenom,"5' 9""",155 lbs.,"77.0""",Orthodox,17,3,0,20,155,175.26
2126,Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,"70.0""",,16,4,0,20,145,167.64000000000001
2127,Amanda,Nunes,Lioness,"5' 8""",135 lbs.,"69.0""",Orthodox,16,4,0,20,135,172.72
2128,Akira,Kikuchi,,"5' 8""",155 lbs.,--,Orthodox,16,4,0,20,155,172.72
2129,Jessin,Ayari,Abacus,"6' 0""",170 lbs.,"73.0""",Orthodox,16,4,0,20,170,182.88
2130,David,Zawada,Sagat,"6' 0""",170 lbs.,"75.0""",Orthodox,16,4,0,20,170,182.88
2131,Luke,Rockhold,,"6' 3""",185 lbs.,"77.0""",Southpaw,16,4,0,20,185,190.5
2132,Per,Eklund,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,1,20,155,177.8
2133,Yancy,Medeiros,The Kid,"5' 10""",170 lbs.,"75.0""",Orthodox,15,5,0,20,170,177.8
2134,Kenny,Robertson,,"5' 10""",170 lbs.,"74.0""",Orthodox,15,5,0,20,170,177.8
2135,Ilir,Latifi,The Sledgehammer,"5' 10""",205 lbs.,"73.0""",Orthodox,15,5,0,20,205,177.8
2136,Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,14,5,1,20,155,180.34
2137,Alberto,Crane,,"5' 5""",155 lbs.,--,Orthodox,15,5,0,20,155,165.1
2138,Matt,Grice,The Real One,"5' 8""",145 lbs.,"70.0""",Orthodox,15,5,0,20,145,172.72
2139,Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,15,5,0,20,155,175.26
2140,Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,15,5,0,20,155,175.26
2141,Alex,Garcia,The Dominican Nightmare,"5' 9""",170 lbs.,"72.0""",Orthodox,15,5,0,20,170,175.26
2142,Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,15,5,0,20,170,175.26
2143,Austin,Arnett,Golden Boy,"6' 0""",145 lbs.,"72.0""",Orthodox,15,5,0,20,145,182.88
2144,Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,15,5,0,20,170,182.88
2145,Terry,Etim,,"6' 1""",155 lbs.,"73.0""",Orthodox,15,5,0,20,155,185.42
2146,Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,15,5,0,20,170,185.42
2147,Logan,Clark,,"6' 2""",185 lbs.,--,Orthodox,15,5,0,20,185,187.96
2148,Jesse,Forbes,Kid Hercules,"6' 2""",185 lbs.,"75.0""",Southpaw,15,5,0,20,185,187.96
2149,Kenny,Florian,KenFlo,"5' 10""",145 lbs.,"74.0""",Southpaw,14,6,0,20,145,177.8
2150,Estevan,Payan,El Terrible,"5' 10""",145 lbs.,"72.0""",Orthodox,14,6,0,20,145,177.8
2151,Shannon,Gugerty,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,6,0,20,155,177.8
2152,George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,6,0,20,155,177.8
2153,Yoshihiro,Akiyama,,"5' 10""",170 lbs.,"73.0""",Orthodox,14,6,0,20,170,177.8
2154,Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"72.0""",Orthodox,14,6,0,20,155,180.34
2155,Andre,Winner,,"5' 11""",155 lbs.,"73.0""",Orthodox,13,6,1,20,155,180.34
2156,Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",Orthodox,13,6,1,20,170,180.34
2157,Larry,Parker,,"5' 11""",205 lbs.,--,Orthodox,13,6,1,20,205,180.34
2158,Cleber,Luciano,,"5' 6""",155 lbs.,--,,14,6,0,20,155,167.64000000000001
2159,Godofredo,Pepey,,"5' 7""",145 lbs.,"73.0""",Orthodox,14,6,0,20,145,170.18
2160,Junior,Hernandez,Hot Handed,"5' 9""",135 lbs.,"69.0""",Orthodox,14,6,0,20,135,175.26
2161,Marc,Stevens,,"5' 9""",155 lbs.,--,,14,6,0,20,155,175.26
2162,Jonathan,Brookins,,"6' 0""",145 lbs.,"73.0""",Southpaw,14,6,0,20,145,182.88
2163,Sean,Pierson,The Punisher,"6' 0""",170 lbs.,"76.0""",Southpaw,14,6,0,20,170,182.88
2164,Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"72.0""",Orthodox,14,6,0,20,185,182.88
2165,Seth,Petruzelli,The Silverback,"6' 0""",205 lbs.,"76.0""",Orthodox,14,6,0,20,205,182.88
2166,Martin,Svensson,Big Swede,"6' 1""",155 lbs.,"72.0""",,14,6,0,20,155,185.42
2167,Brodie,Farber,,"6' 1""",170 lbs.,--,Orthodox,14,6,0,20,170,185.42
2168,Cezar,Ferreira,Mutante,"6' 1""",185 lbs.,"78.0""",Southpaw,14,6,0,20,185,185.42
2169,Joachim,Christensen,,"6' 3""",205 lbs.,"76.0""",Orthodox,14,6,0,20,205,190.5
2170,Nick,Piedmont,No Limit,"5' 10""",145 lbs.,--,,12,7,1,20,145,177.8
2171,Justin,James,,"5' 10""",155 lbs.,--,Orthodox,13,7,0,20,155,177.8
2172,Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0,20,185,182.88
2173,Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,20,185,185.42
2174,Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,13,7,0,20,185,185.42
2175,Mauricio,Alonso,,"6' 2""",170 lbs.,--,,13,7,0,20,170,187.96
2176,Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,12,7,1,20,185,190.5
2177,Brad,Imes,Hillbilly Heartthrob,"6' 7""",265 lbs.,--,Orthodox,13,7,0,20,265,200.66
2178,KJ,Noons,King,"5' 10""",155 lbs.,"72.0""",Orthodox,12,8,0,20,155,177.8
2179,Enson,Inoue,Yamato Damashii,"5' 10""",210 lbs.,--,Orthodox,12,8,0,20,265,177.8
2180,Damacio,Page,The Angel of Death,"5' 6""",135 lbs.,"66.0""",Orthodox,12,8,0,20,135,167.64000000000001
2181,Paul,Rodriguez,,"5' 7""",155 lbs.,--,Orthodox,10,8,2,20,155,170.18
2182,Joe,Wilk,The Nose,"5' 9""",145 lbs.,--,,12,8,0,20,145,175.26
2183,Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,10,8,2,20,165,175.26
2184,Wilson,Gouveia,,"6' 1""",185 lbs.,"76.0""",Orthodox,12,8,0,20,185,185.42
2185,Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",,11,9,0,20,115,154.94
2186,Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,20,193,177.8
2187,Billy,Vaughan,,"5' 6""",155 lbs.,--,,11,9,0,20,155,167.64000000000001
2188,Codale,Ford,Crunch Time,"5' 9""",170 lbs.,--,,11,9,0,20,170,175.26
2189,Keith,Berry,,"6' 1""",185 lbs.,--,,10,9,1,20,185,185.42
2190,Mike,Cook,,"6' 1""",205 lbs.,--,Orthodox,11,9,0,20,205,185.42
2191,Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,20,185,187.96
2192,Kevin,Jordan,The Shaman,"6' 3""",245 lbs.,--,Orthodox,11,9,0,20,265,190.5
2193,Willie,Peeters,,"5' 9""",220 lbs.,--,Orthodox,9,10,1,20,265,175.26
2194,Bo,Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10,10,0,20,265,187.96
2195,Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,7,11,2,20,185,180.34
2196,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,20,205,190.5
2197,Cris,Cyborg,Cyborg,"5' 8""",145 lbs.,"68.0""",Orthodox,20,1,0,21,145,172.72
2198,Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,21,170,182.88
2199,Leo,Kuntz,The Lion,"5' 10""",155 lbs.,"74.0""",Orthodox,17,3,1,21,155,177.8
2200,Calvin,Kattar,The Boston Finisher,"5' 11""",145 lbs.,"72.0""",Orthodox,18,3,0,21,145,180.34
2201,Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,17,3,1,21,135,167.64000000000001
2202,David,Baron,,"5' 6""",155 lbs.,--,Switch,17,3,1,21,155,167.64000000000001
2203,Jumabieke,Tuerxun,Leopard,"5' 7""",135 lbs.,"67.0""",Orthodox,17,3,1,21,135,170.18
2204,Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,18,3,0,21,170,175.26
2205,Chris,Price,The Exorcist,"6' 2""",185 lbs.,--,Southpaw,18,3,0,21,185,187.96
2206,Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,18,3,0,21,265,193.04
2207,Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,17,4,0,21,170,180.34
2208,Sarah,Kaufman,,"5' 5""",135 lbs.,"67.0""",Orthodox,17,4,0,21,135,165.1
2209,LC,Davis,,"5' 8""",135 lbs.,"69.0""",Southpaw,17,4,0,21,135,172.72
2210,Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,21,135,175.26
2211,Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,21,155,175.26
2212,Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,17,4,0,21,145,182.88
2213,Leonardo,Santos,Nenhum,"6' 0""",155 lbs.,"75.0""",Orthodox,16,4,1,21,155,182.88
2214,Julio,Paulino,The Dominican Demon,"6' 0""",170 lbs.,--,Orthodox,17,4,0,21,170,182.88
2215,Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,17,4,0,21,185,185.42
2216,Jimi,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",Orthodox,17,4,0,21,205,185.42
2217,Abdul-Kerim,Edilov,,"6' 2""",205 lbs.,"78.0""",Orthodox,17,4,0,21,205,187.96
